cid	len
1123955	187
1123966	257
1123969	263
1123971	178
1123986	197
1124000	188
1124004	592
1124025	397
1124028	194
1124031	191
1124055	258
1124057	264
1124068	334
1124101	231
1124115	185
1124135	180
1124145	203
1124177	371
1124214	186
1124238	223
1124257	283
1124275	152
1124277	210
1124338	1936
1124345	184
1124389	195
1124401	711
1124465	427
1124470	175
1124478	285
1124489	268
1124514	295
1124521	189
1124529	190
1124538	245
1124555	167
1124556	242
1124581	251
1124628	196
1124646	258
1124649	226
1124668	174
1124670	179
1124720	197
1124735	178
1124755	217
1124786	175
1124787	232
1124803	150
1124806	175
1124824	212
1124831	196
1124832	387
1124850	177
1124861	171
1124888	220
1124890	182
1124925	224
1124929	322
1124938	199
1124948	178
1124970	223
1124978	196
1125015	167
1125024	168
1125048	186
1125054	197
1125092	217
1125094	257
1125097	452
1125109	290
1125118	175
1125131	333
1125150	873
1125158	193
1125176	197
1125177	192
1125178	205
1125188	180
1125198	187
1125199	192
1125235	273
1125240	234
1125303	341
1125306	170
1125314	181
1125355	173
1125363	232
1125390	356
1125424	187
1125427	189
1125434	190
1125455	206
1125459	237
1125463	267
1125479	338
1125490	549
1125519	211
1125525	162
1125542	354
1125544	259
1125547	289
1125569	300
1125574	195
1125576	184
1125603	181
1125607	180
1125608	277
1125612	217
1125618	208
1125619	253
1125634	102
1125643	272
1125654	409
1125655	321
1125656	203
1125672	186
1125701	183
1125708	181
1125719	179
1125722	190
1125729	281
1125743	166
1125747	364
1125749	252
1125751	230
1125757	226
1125774	435
1125780	206
1125816	227
1125817	213
1125822	181
1125829	202
1125835	195
1125846	652
1125850	174
1125858	190
1125871	283
1125904	232
1125951	184
1125969	292
1125973	266
1125974	280
1125984	174
1126019	193
1126020	193
1126045	208
1126062	224
1126063	177
1126066	175
1126077	122
1126083	315
1126084	245
1126105	194
1126111	223
1126116	221
1126126	300
1126127	170
1126135	217
1126147	347
1126156	188
1126162	190
1126171	232
1126173	210
1126176	239
1126180	179
1126188	293
1126196	187
1126211	212
1126223	529
1126248	272
1126249	455
1126254	230
1126264	172
1126279	333
1126282	194
1126288	260
1126310	170
1126312	184
1126320	149
1126330	215
1126340	204
1126346	174
1126358	192
1126370	184
1126371	214
1126396	146
1126442	202
1126455	299
1126458	291
1126475	240
1126521	277
1126548	202
1126554	172
1126575	252
1126585	202
1126590	212
1126614	183
1126634	186
1126661	366
1126675	195
1126679	353
1126688	292
1126691	243
1126692	188
1126693	174
1126699	234
1126733	205
1126740	152
1126741	189
1126750	186
1126751	236
1126767	223
1126794	373
1126809	173
1126825	208
1126827	313
1126832	216
1126840	210
1126842	372
1126844	208
1126846	319
1126851	209
1126864	180
1126870	315
1126872	210
1126874	155
1126885	213
1126887	180
1126898	216
1126903	277
1126910	271
1126913	187
1126914	180
1126928	187
1126939	296
1126998	171
1127001	179
1127054	292
1127055	227
1127065	254
1127067	133
1127199	302
1127208	240
1127214	227
1127251	187
1127255	186
1127269	280
1127277	228
1127307	183
1127317	252
1127318	155
1127347	254
1127374	190
1127381	243
1127383	181
1127398	487
1127403	217
1127433	244
1127460	260
1127462	176
1127481	211
1127512	187
1127524	592
1127534	208
1127535	222
1127536	187
1127566	220
1127570	112
1127571	216
1127577	160
1127578	196
1127579	183
1127611	274
1127614	212
1127677	184
1127690	192
1127691	208
1127694	179
1127723	357
1127742	240
1127747	190
1127754	268
1127761	187
1127767	202
1127772	181
1127797	320
1127803	193
1127811	183
1127820	205
1127829	245
1127832	449
1127845	231
1127854	192
1127859	338
1127868	187
1127878	208
1127895	226
1127901	176
1127903	190
1127919	168
1127921	552
1127927	172
1127941	187
1127966	158
1127976	206
1127979	233
1127980	292
1127983	315
1127991	214
1128016	246
1128023	180
1128028	226
1128031	442
1128032	174
1128078	180
1128091	156
1128095	156
1128102	198
1128114	268
1128125	187
1128135	215
1128140	205
1128146	360
1128150	196
1128151	184
1128154	167
1128157	297
1128184	268
1128185	233
1128202	197
1128231	194
1128249	226
1128251	218
1128272	199
1128295	180
1128303	159
1128326	187
1128356	207
1128360	261
1128377	357
1128379	174
1128389	187
1128403	200
1128409	177
1128435	183
1128443	214
1128449	257
1128478	202
1128495	187
1128497	193
1128501	261
1128510	281
1128526	198
1128583	181
1128604	247
1128646	188
1128648	190
1128663	202
1128669	208
1128683	185
1128696	173
1128702	186
1128738	151
1128758	181
1128768	253
1128783	187
1128791	280
1128805	253
1128815	214
1128886	211
1128920	214
1128921	193
1128922	193
1128929	206
1128942	199
1128950	181
1128965	183
1128990	410
1128996	272
1129004	250
1129012	178
1129043	183
1129045	186
1129053	181
1129055	208
1129058	395
1129072	217
1129102	348
1129154	260
1129174	243
1129187	262
1129192	196
1129220	287
1129231	273
1129235	182
1129239	194
1129259	186
1129262	189
1129271	199
1129277	177
1129299	302
1129314	187
1129319	243
1129331	319
1129346	173
1129351	189
1129354	172
1129368	526
1129380	282
1129385	184
1129386	181
1129392	196
1129395	214
1129409	174
1129426	192
1129432	354
1129435	490
1129436	359
1129449	167
1129470	511
1129482	211
1129515	189
1129522	198
1129533	197
1129539	195
1129543	205
1129566	275
1129576	190
1129602	317
1129603	173
1129607	222
1129627	319
1129672	181
1129680	645
1129684	199
1129687	229
1129701	184
1129706	238
1129710	184
1129723	174
1129739	205
1129743	187
1129747	193
1129754	174
1129762	162
1129778	187
1129784	301
1129786	524
1129787	392
1129815	231
1129822	251
1129825	293
1129841	174
1129850	187
1129857	399
1129895	237
1129907	202
1129927	187
1129929	169
1129937	193
1129940	199
1129942	180
1129947	173
1129970	168
1130001	210
1130004	156
1130048	397
1130052	199
1130054	193
1130056	181
1130066	211
1130086	233
1130109	235
1130140	185
1130153	350
1130170	193
1130175	193
1130201	225
1130229	210
1130238	215
1130262	375
1130277	211
1130279	187
1130288	206
1130292	231
1130304	234
1130322	302
1130323	175
1130340	196
1130350	208
1130359	188
1130366	366
1130382	135
1130392	190
1130395	284
1130397	547
1130440	241
1130445	206
1130466	215
1130468	221
1130475	371
1130486	218
1130500	223
1130502	463
1130507	258
1130516	208
1130542	184
1130555	198
1130559	168
1130596	187
1130598	808
1130601	220
1130606	193
1130609	228
1130610	184
1130618	216
1130661	181
1130677	227
1130678	176
1130687	223
1130693	183
1130697	174
1130705	214
1130707	180
1130726	187
1130729	279
1130743	192
1130749	204
1130750	293
1130765	246
1130772	180
1130785	193
1130786	187
1130790	187
1130792	220
1130793	198
1130808	187
1130816	208
1130862	184
1130880	77
1130893	203
1130895	183
1130897	249
1130911	189
1130919	269
1130932	199
1130941	380
1130950	237
1130970	229
1130972	291
1130973	236
1130979	233
1130981	187
1130988	193
1130989	221
1130993	187
1131000	201
1131015	196
1131019	235
1131033	187
1131036	192
1131045	588
1131072	311
1131077	210
1131085	174
1131100	228
1131103	244
1131106	231
1131146	233
1131157	190
1131168	334
1131169	193
1131179	256
1131203	245
1131205	227
1131225	201
1131236	187
1131251	212
1131264	404
1131266	195
1131268	313
1131280	360
1131298	219
1131302	105
1131313	147
1131339	174
1131342	199
1131375	156
1131376	199
1131390	179
1131395	193
1131402	316
1131411	149
1131441	216
1131445	183
1131452	168
1131462	358
1131464	178
1131482	199
1131497	211
1131511	273
1131513	174
1131529	197
1131563	187
1131571	525
1131576	187
1131581	181
1131599	260
1131602	176
1131617	191
1131628	169
1131647	203
1131654	264
1131670	413
1131678	156
1131688	193
1131692	210
1131711	263
1131727	391
1131733	187
1131753	193
1131762	193
1131764	255
1131780	217
1131793	213
1131796	229
1131798	315
1131799	260
1131823	193
1131825	187
1131827	244
1131828	225
1131874	204
1131908	412
1131938	226
1131950	234
1131970	151
1131979	226
1131986	301
1131987	241
1131989	269
1131990	156
1131992	391
1131996	233
1131997	181
1131998	285
1132002	211
1132003	239
1132007	205
1132011	187
1132016	238
1132022	374
1132028	178
1132039	220
1132052	219
1132060	210
1132089	138
1132111	197
1132126	213
1132128	233
1132137	272
1132145	230
1132149	285
1132154	344
1132156	199
1132157	182
1132172	128
1132194	419
1132227	208
1132248	190
1132250	249
1132271	318
1132281	210
1132295	168
1132301	236
1132309	240
1132311	259
1132317	220
1132320	235
1132337	193
1132340	381
1132355	191
1132371	298
1132379	171
1132382	207
1132387	528
1132388	316
1132413	289
1132418	162
1132425	325
1132429	221
1132440	241
1132442	261
1132444	187
1132445	211
1132450	284
1132454	260
1132456	180
1132457	386
1132461	181
1132466	273
1132470	240
1132474	143
1132475	298
1132479	195
1132484	282
1132506	186
1132510	603
1132523	247
1132525	195
1132527	338
1132531	321
1132534	312
1132552	427
1132553	187
1132559	287
1132562	200
1132585	531
1132591	174
1132601	190
1132614	253
1132625	180
1132632	215
1132635	199
1132636	341
1132638	259
1132641	204
1132645	192
1132646	343
1132675	187
1132682	173
1132685	191
1132690	176
1132692	170
1132693	187
1132726	213
1132728	200
1132746	190
1132750	191
1132767	213
1132775	208
1132782	395
1132791	165
1132792	178
1132796	193
1132811	266
1132814	190
1132866	348
1132933	215
1132948	319
1132961	194
1132968	250
1132970	183
1132972	193
1132983	187
1132988	199
1132992	230
1133006	208
1133018	473
1133028	215
1133040	162
1133065	208
1133076	371
1133084	168
1133098	188
1133099	196
1133101	204
1133102	190
1133121	177
1133135	209
1133136	187
1133138	448
1133155	224
1133163	154
1133178	239
1133189	183
1133199	287
1133204	248
1133207	189
1133227	189
1133230	182
1133248	279
1133254	495
1133256	184
1133257	196
1133263	189
1133305	265
1133321	404
1133328	193
1133329	174
1133343	231
1133362	223
1133365	240
1133366	175
1133379	173
1133381	330
1133400	364
1133412	259
1133417	492
1133423	321
1133428	329
1133432	290
1133442	163
1133473	272
1133486	199
1133487	202
1133499	187
1133501	366
1133505	187
1133532	289
1133543	179
1133552	178
1133572	166
1133576	186
1133583	305
1133601	468
1133632	280
1133633	185
1133639	217
1133643	182
1133648	207
1133652	177
1133688	223
1133703	203
1133716	189
1133723	188
1133724	249
1133738	182
1133751	187
1133762	363
1133767	193
1133772	181
1133773	291
1133774	834
1133778	184
1133781	283
1133789	191
1133801	151
1133812	185
1133813	186
1133820	186
1133835	310
1133839	189
1133847	187
1133859	204
1133862	199
1133864	212
1133874	299
1133881	468
1133895	406
1133906	296
1133929	205
1133931	192
1133936	353
1133938	206
1133941	546
1133942	193
1133946	191
1133953	178
1133955	250
1133960	211
1133962	147
1133978	214
1133979	215
1133982	275
1133983	170
1133990	213
1133991	207
1133992	333
1133993	417
1134004	147
1134007	199
1134009	218
1134012	281
1134022	299
1134025	192
1134048	193
1134074	183
1134081	256
1134104	208
1134106	243
1134118	175
1134135	158
1134144	229
1134156	222
1134157	193
1134167	185
1134180	201
1134185	183
1134199	149
1134208	202
1134221	216
1134227	228
1134228	180
1134235	180
1134236	180
1134240	237
1134258	211
1134264	195
1134269	190
1134270	268
1134271	254
1134287	205
1134305	190
1134322	199
1134326	214
1134339	460
1134340	196
1134344	287
1134370	212
1134375	186
1134381	448
1134388	225
1134391	230
1134392	187
1134394	177
1134400	211
1134415	188
1134416	183
1134426	363
1134435	272
1134438	197
1134439	213
1134457	183
1134483	216
1134505	244
1134514	197
1134521	202
1134530	178
1134532	204
1134534	363
1134535	177
1134536	316
1134540	200
1134541	205
1134543	242
1134546	203
1134547	702
1134568	513
1134570	269
1134604	195
1134612	111
1134624	171
1134631	184
1134639	388
1134658	321
1134661	181
1134671	186
1134691	397
1134692	195
1134696	189
1134708	208
1134718	196
1134720	190
1134723	196
1134729	207
1134733	450
1134737	190
1134762	186
1134773	237
1134775	496
1134794	196
1134801	180
1134816	263
1134821	435
1134825	231
1134841	177
1134846	357
1134850	287
1134852	192
1134865	173
1134892	239
1134901	169
1134904	177
1134921	236
1134930	207
1134937	241
1134942	196
1134945	181
1134954	184
1134955	210
1134963	193
1134975	899
1134976	190
1134978	217
1134987	175
1135028	199
1135032	194
1135041	203
1135055	282
1135078	149
1135081	187
1135089	201
1135094	312
1135101	212
1135115	236
1135126	176
1135135	185
1135138	193
1135140	246
1135143	237
1135150	219
1135168	286
1135172	290
1135195	218
1135208	195
1135229	191
1135242	190
1135250	166
1135266	68
1135283	250
1135287	313
1135294	217
1135296	260
1135305	214
1135326	167
1135364	196
1135386	348
1135394	181
1135396	204
1135407	223
1135425	241
1135441	206
1135445	193
1135452	192
1135454	180
1135492	180
1135507	303
1135522	251
1135532	202
1135547	224
1135551	193
1135571	196
1135597	275
1135618	196
1135633	189
1135638	190
1135641	322
1135648	183
1135650	206
1135660	307
1135662	183
1135669	267
1135678	177
1135680	208
1135695	146
1135696	159
1135700	186
1135703	180
1135715	202
1135723	178
1135751	600
1135765	243
1135777	201
1135789	384
1135793	415
1135827	199
1135830	193
1135843	204
1135879	250
1135889	168
1135918	196
1135926	211
1135935	260
1135952	196
1135955	222
1135966	201
1135967	266
1135977	266
1135982	186
1136002	193
1136006	149
1136008	344
1136010	228
1136011	234
1136015	185
1136020	218
1136029	187
1136034	330
1136044	207
1136083	174
1136089	267
1136091	186
1136111	206
1136129	186
1136154	195
1136165	218
1136167	244
1136168	192
1136172	180
1136183	303
1136207	375
1136223	199
1136228	217
1136262	199
1136288	261
1136308	159
1136309	191
1136337	348
1136342	189
1136365	266
1136373	257
1136375	159
1136397	208
1136400	592
1136402	337
1136410	187
1136411	169
1136438	184
1136443	243
1136446	225
1136468	186
1136475	191
1136476	178
1136479	196
1136490	193
1136494	233
1136496	187
1136502	470
1136503	374
1136521	173
1136542	164
1136568	173
1136570	206
1136574	184
1136589	270
1136592	242
1136596	238
1136607	193
1136608	197
1136613	546
1136621	187
1136631	173
1136644	183
1136670	187
1136674	184
1136684	307
1136691	220
1136702	254
1136720	199
1136725	319
1136729	206
1136737	185
1136742	239
1136758	187
1136764	196
1136786	197
1136788	633
1136799	259
1136801	204
1136806	213
1136812	186
1136814	184
1136825	192
1136833	441
1136834	357
1136841	236
1136864	304
1136866	178
1136869	293
1136882	368
1136889	439
1136894	198
1136899	429
1136903	274
1136913	360
1136917	229
1136918	204
1136919	171
1136928	242
1136934	341
1136941	211
1136952	207
1136959	490
1136961	182
1136963	263
1136966	199
1136997	238
1137000	211
1137016	395
1137017	180
1137021	211
1137022	199
1137023	166
1137032	213
1137034	278
1137040	290
1137046	190
1137051	303
1137058	297
1137069	187
1137075	284
1137079	205
1137083	208
1137096	173
1137100	208
1137129	193
1137137	239
1137139	297
1137141	199
1137142	203
1137143	224
1137147	150
1137154	289
1137160	202
1137164	236
1137168	214
1137169	178
1137174	487
1137179	196
1137188	195
1137194	169
1137197	193
1137230	212
1137233	202
1137243	180
1137259	191
1137265	187
1137271	181
1137273	205
1137276	199
1137279	196
1137298	348
1137300	283
1137312	193
1137314	268
1137323	238
1137336	191
1137339	185
1137343	315
1137351	192
1137353	228
1137359	299
1137367	195
1137373	242
1137379	272
1137383	228
1137385	277
1137389	247
1137391	208
1137394	295
1137400	196
1137407	232
1137412	187
1137416	199
1137417	250
1137422	238
1137425	236
1137440	202
1137441	196
1137458	179
1137466	177
1137469	196
1137478	181
1137487	426
1137493	245
1137499	252
1137509	205
1137526	155
1137547	412
1137581	167
1137590	245
1137623	230
1137632	216
1137640	386
1137655	193
1137658	154
1137660	248
1137664	164
1137668	351
1137675	295
1137676	444
1137685	179
1137686	304
1137688	109
1137689	478
1137691	206
1137692	307
1137697	186
1137698	366
1137700	299
1137729	197
1137744	344
1137747	245
1137749	319
1137768	179
1137779	274
1137780	307
1137782	184
1137790	200
1137793	442
1137799	396
1137804	232
1137807	211
1137809	214
1137810	506
1137815	205
1137817	202
1137819	267
1137822	313
1137823	192
1137824	347
1137825	218
1137828	509
1137855	178
1137861	209
1137862	198
1137865	275
1137870	199
1137877	172
1137887	201
1137896	475
1137899	241
1137900	180
1137901	418
1137904	458
1137907	328
1137921	224
1137923	299
1137928	188
1137929	238
1137939	196
1137940	362
1137941	262
1137947	192
1137951	178
1137955	400
1137957	173
1137970	187
1137986	556
1137991	184
1137997	202
1138000	196
1138011	237
1138013	265
1138025	193
1138041	212
1138083	199
1138113	242
1138123	386
1138132	247
1138133	312
1138138	205
1138150	196
1138151	194
1138166	213
1138169	201
1138180	301
1138182	508
1138185	250
1138192	182
1138215	195
1138216	180
1138217	153
1138224	111
1138243	273
1138245	183
1138248	218
1138257	250
1138259	603
1138263	402
1138266	257
1138273	259
1138274	202
1138275	186
1138279	232
1138284	242
1138289	174
1138304	159
1138313	194
1138333	219
1138337	206
1138344	182
1138347	798
1138353	217
1138356	251
1138365	226
1138397	215
1138398	187
1138399	190
1138405	201
1138418	223
1138423	289
1138425	321
1138426	183
1138429	250
1138442	225
1138444	204
1138448	163
1138473	196
1138476	193
1138481	204
1138482	376
1138502	179
1138511	325
1138514	252
1138515	253
1138520	196
1138540	396
1138550	301
1138554	268
1138562	277
1138573	218
1138574	190
1138587	257
1138596	234
1138604	175
1138616	174
1138622	183
1138629	175
1138631	173
1138639	200
1138652	241
1138665	211
1138673	315
1138676	220
1138677	199
1138690	227
1138718	194
1138722	359
1138724	285
1138727	300
1138729	211
1138737	239
1138747	284
1138754	211
1138765	186
1138767	199
1138768	187
1138772	218
1138775	227
1138784	516
1138788	150
1138790	282
1138797	183
1138800	271
1138802	273
1138806	209
1138817	184
1138819	183
1138825	614
1138836	225
1138839	169
1138846	263
1138850	312
1138851	208
1138854	228
1138862	168
1138876	206
1138878	195
1138880	186
1138887	227
1138891	257
1138895	187
1138897	245
1138898	178
1138901	289
1138902	184
1138910	187
1138914	254
1138915	217
1138916	205
1138922	184
1138931	283
1138934	182
1138936	190
1138944	164
1138949	211
1138952	311
1138957	74
1138969	231
1138972	597
1138977	249
1138978	177
1138983	236
1138985	190
1138990	297
1138996	181
1138997	192
1138998	315
1139003	186
1139013	242
1139022	329
1139026	222
1139035	242
1139041	249
1139048	238
1139050	184
1139052	196
1139053	242
1139056	198
1139065	351
1139070	217
1139075	174
1139076	183
1139097	173
1139102	236
1139105	534
1139118	206
1139121	306
1139123	198
1139125	180
1139128	300
1139132	187
1139143	174
1139153	208
1139155	258
1139157	232
1139169	203
1139172	217
1139179	235
1139184	738
1139185	225
1139188	174
1139203	190
1139205	402
1139210	213
1139212	189
1139215	182
1139216	254
1139217	183
1139222	223
1139249	337
1139252	229
1139275	248
1139283	201
1139288	218
1139295	200
1139298	352
1139316	182
1139319	192
1139322	204
1139331	191
1139347	303
1139356	233
1139358	226
1139373	205
1139374	181
1139380	174
1139381	155
1139388	217
1139395	323
1139407	186
1139443	415
1139474	185
1139477	476
1139484	431
1139486	248
1139487	295
1139491	181
1139500	412
1139502	187
1139514	252
1139517	165
1139523	208
1139528	448
1139530	178
1139531	208
1139533	177
1139536	232
1139544	344
1139558	215
1139566	235
1139569	205
1139570	196
1139571	186
1139576	326
1139580	256
1139592	316
1139597	262
1139599	285
1139608	203
1139611	192
1139639	445
1139644	268
1139651	176
1139652	256
1139668	180
1139669	196
1139675	253
1139688	175
1139691	275
1139701	212
1139711	211
1139728	240
1139730	210
1139738	244
1139745	340
1139756	223
1139758	301
1139782	193
1139785	182
1139795	204
1139812	183
1139814	182
1139824	191
1139828	176
1139829	219
1139830	242
1139837	174
1139846	211
1139854	187
1139855	203
1139862	319
1139870	202
1139872	136
1139875	205
1139883	162
1139892	172
1139896	292
1139903	269
1139913	412
1139925	354
1139929	193
1139941	350
1139944	202
1139945	178
1139952	450
1139979	209
1139980	191
1139981	186
1139984	266
1139990	173
1139992	245
1140003	281
1140006	260
1140007	186
1140014	345
1140045	175
1140048	190
1140071	174
1140084	269
1140092	184
1140102	207
1140114	199
1140118	230
1140125	199
1140132	187
1140149	239
1140158	187
1140165	207
1140166	246
1140169	191
1140177	335
1140195	185
1140197	193
1140199	513
1140201	370
1140208	806
1140210	275
1140211	186
1140213	197
1140215	185
1140222	270
1140247	193
1140249	207
1140255	238
1140256	250
1140267	201
1140270	253
1140278	212
1140280	380
1140283	193
1140306	208
1140307	353
1140312	213
1140316	201
1140325	199
1140328	254
1140343	224
1140346	262
1140350	236
1140361	225
1140366	288
1140385	471
1140399	205
1140401	279
1140402	196
1140406	195
1140416	220
1140421	214
1140423	374
1140434	226
1140436	445
1140445	284
1140460	182
1140470	198
1140475	208
1140487	190
1140491	324
1140497	196
1140498	239
1140503	190
1140517	335
1140518	294
1140546	169
1140551	282
1140566	150
1140571	456
1140572	259
1140584	187
1140590	302
1140594	196
1140609	228
1140618	199
1140619	283
1140625	159
1140630	171
1140632	239
1140643	252
1140659	268
1140663	217
1140669	164
1140670	205
1140672	178
1140676	198
1140679	264
1140696	186
1140708	333
1140731	338
1140747	189
1140748	268
1140765	195
1140768	223
1140800	244
1140805	199
1140807	204
1140812	209
1140825	186
1140826	262
1140836	268
1140854	163
1140862	180
1140864	205
1140868	200
1140889	190
1140890	416
1140911	259
1140919	198
1140923	204
1140930	219
1140944	217
1140959	201
1140961	205
1140965	187
1140970	316
1140971	277
1140984	353
1140996	215
1141002	190
1141031	199
1141035	230
1141037	205
1141038	383
1141047	203
1141061	244
1141070	149
1141082	399
1141099	199
1141103	199
1141109	187
1141113	184
1141122	405
1141137	202
1141140	230
1141154	260
1141155	398
1141164	199
1141168	192
1141174	227
1141185	288
1141187	184
1141188	280
1141191	168
1141200	429
1141206	301
1141211	333
1141216	176
1141219	288
1141232	259
1141233	199
1141238	203
1141254	212
1141257	284
1141266	192
1141303	224
1141304	180
1141306	160
1141311	203
1141314	207
1141315	222
1141327	235
1141329	254
1141336	398
1141340	193
1141343	202
1141347	229
1141353	227
1141358	338
1141380	199
1141387	222
1141388	233
1141404	677
1141407	341
1141408	216
1141435	189
1141444	186
1141449	273
1141450	195
1141452	277
1141454	666
1141458	200
1141459	201
1141460	247
1141467	208
1141468	200
1141471	390
1141472	270
1141479	223
1141482	276
1141492	211
1141493	190
1141498	159
1141503	236
1141521	371
1141522	191
1141523	227
1141528	199
1141532	282
1141538	193
1141541	230
1141551	196
1141561	202
1141567	368
1141572	292
1141590	196
1141592	175
1141607	188
1141623	223
1141647	244
1141653	246
1141658	199
1141663	272
1141672	185
1141675	186
1141676	236
1141677	187
1141681	236
1141685	521
1141703	489
1141732	213
1141735	309
1141736	281
1141737	229
1141748	186
1141763	425
1141769	547
1141782	186
1141789	184
1141794	314
1141802	180
1141815	244
1141820	292
1141823	217
1141827	247
1141831	251
1141872	430
1141876	246
1141884	315
1141885	200
1141890	215
1141900	160
1141909	669
1141910	390
1141911	141
1141912	192
1141946	190
1141955	372
1141962	448
1141963	233
1141972	505
1141983	351
1141987	236
1141988	259
1142000	188
1142013	192
1142019	178
1142024	198
1142025	219
1142031	181
1142034	314
1142035	164
1142042	188
1142047	168
1142057	231
1142060	212
1142061	298
1142067	190
1142112	172
1142114	521
1142121	179
1142145	237
1142160	187
1142181	185
1142187	218
1142205	193
1142213	215
1142216	152
1142235	180
1142238	385
1142242	473
1142245	169
1142246	206
1142256	301
1142264	203
1142268	193
1142287	220
1142289	205
1142290	178
1142292	368
1142319	181
1142320	453
1142328	193
1142333	194
1142334	209
1142335	193
1142339	193
1142341	245
1142348	214
1142350	186
1142358	238
1142400	186
1142402	217
1142421	225
1142431	242
1142432	186
1142434	285
1142442	189
1142444	226
1142448	147
1142450	166
1142467	378
1142470	164
1142475	302
1142487	181
1142488	149
1142492	183
1142502	162
1142504	284
1142515	310
1142517	226
1142523	193
1142529	200
1142538	168
1142541	157
1142545	205
1142559	259
1142562	146
1142568	187
1142570	211
1142581	189
1142582	263
1142583	275
1142584	257
1142595	217
1142604	216
1142608	174
1142610	196
1142614	180
1142619	193
1142635	206
1142656	245
1142670	234
1142681	235
1142687	258
1142692	607
1142706	208
1142709	187
1142719	153
1142722	230
1142732	200
1142736	181
1142759	183
1142761	186
1142767	256
1142771	256
1142828	187
1142849	177
1142857	275
1142870	252
1142885	180
1142888	194
1142890	196
1142899	287
1142908	213
1142922	175
1142927	243
1142932	270
1142956	193
1142989	253
1143014	205
1143038	184
1143040	195
1143044	193
1143071	212
1143081	208
1143114	199
1143124	208
1143129	186
1143133	312
1143148	235
1143149	305
1143155	258
1143165	243
1143168	224
1143184	250
1143188	643
1143227	180
1143235	219
1143237	227
1143245	220
1143254	234
1143257	180
1143269	199
1143273	202
1143278	213
1143283	279
1143291	160
1143293	180
1143294	171
1143297	184
1143319	374
1143320	187
1143327	226
1143332	212
1143344	247
1143350	198
1143352	353
1143369	186
1143371	190
1143377	260
1143397	187
1143398	211
1143418	242
1143423	257
1143434	185
1143458	180
1143462	272
1143487	187
1143494	196
1143497	181
1143520	180
1143558	220
1143560	210
1143565	193
1143589	272
1143598	179
1143612	549
1143630	193
1143631	220
1143638	159
1143646	210
1143676	163
1143678	204
1143705	175
1143719	417
1143726	185
1143728	217
1143733	253
1143736	230
1143739	181
1143742	180
1143754	114
1143759	154
1143764	186
1143772	191
1143777	196
1143790	368
1143802	259
1143807	207
1143820	228
1143828	197
1143856	250
1143857	289
1143866	213
1143869	223
1143870	250
1143874	404
1143877	341
1143879	195
1143884	219
1143893	284
1143899	296
1143906	199
1143907	232
1143917	250
1143924	331
1143935	259
1143937	187
1143941	187
1143944	415
1143951	250
1143973	434
1144001	218
1144020	230
1144027	238
1144044	224
1144054	237
1144077	232
1144089	232
1144092	302
1144097	109
1144102	220
1144107	176
1144110	211
1144122	270
1144127	359
1144128	196
1144129	263
1144131	213
1144158	465
1144165	199
1144167	232
1144168	287
1144192	178
1144197	304
1144203	292
1144210	190
1144214	278
1144228	416
1144235	218
1144239	423
1144242	220
1144244	357
1144270	213
1144272	196
1144273	285
1144275	903
1144281	266
1144284	301
1144297	208
1144312	191
1144318	329
1144320	208
1144326	346
1144329	153
1144336	196
1144337	186
1144338	240
1144343	240
1144353	198
1144365	326
1144384	196
1144391	171
1144395	217
1144414	384
1144418	220
1144420	202
1144421	268
1144430	176
1144431	191
1144432	203
1144439	241
1144443	236
1144446	447
1144460	190
1144468	198
1144471	393
1144484	159
1144497	174
1144500	228
1144511	174
1144533	306
1144540	180
1144547	137
1144550	194
1144557	199
1144563	205
1144567	187
1144572	209
1144581	293
1144588	180
1144589	181
1144590	187
1144609	236
1144614	220
1144619	190
1144627	173
1144638	198
1144640	181
1144642	192
1144650	303
1144654	391
1144657	178
1144660	264
1144661	338
1144667	195
1144670	205
1144671	161
1144698	203
1144704	213
1144710	225
1144721	204
1144725	380
1144732	322
1144741	371
1144743	269
1144747	190
1144750	226
1144752	247
1144764	190
1144777	295
1144779	343
1144781	233
1144797	235
1144799	186
1144803	190
1144812	184
1144815	197
1144816	185
1144817	183
1144823	208
1144826	179
1144828	213
1144833	505
1144880	288
1144896	332
1144897	267
1144906	202
1144908	248
1144912	204
1144915	187
1144917	193
1144922	313
1144931	178
1144941	335
1144943	190
1144957	189
1144959	245
1144964	187
1144973	251
1144986	169
1144990	247
1145004	355
1145008	223
1145012	195
1145016	227
1145021	238
1145029	212
1145038	194
1145040	229
1145050	236
1145061	187
1145063	180
1145067	171
1145078	190
1145082	200
1145094	372
1145100	281
1145101	199
1145104	189
1145112	316
1145119	182
1145127	538
1145135	493
1145145	194
1145146	193
1145152	221
1145153	199
1145155	204
1145165	229
1145169	326
1145171	247
1145181	425
1145203	253
1145208	246
1145210	196
1145222	243
1145225	280
1145227	208
1145231	214
1145237	197
1145244	205
1145262	241
1145286	204
1145290	226
1145292	179
1145312	383
1145320	247
1145330	222
1145334	210
1145335	180
1145343	269
1145345	189
1145365	265
1145367	188
1145388	277
1145391	208
1145403	199
1145414	244
1145425	205
1145432	202
1145440	168
1145446	198
1145447	219
1145450	211
1145473	232
1145478	179
1145483	203
1145490	229
1145491	266
1145494	265
1145508	204
1145512	183
1145530	178
1145531	241
1145538	168
1145539	344
1145548	225
1145564	277
1145577	218
1145587	159
1145588	185
1145591	225
1145592	165
1145594	257
1145598	164
1145651	199
1145657	192
1145679	377
1145694	295
